Current (A),Timestamp (ms),id
1.36871e-09,8765660.0,4
1.37205e-09,8765740.0,4
1.37377e-09,8765820.0,4
1.37087e-09,8765910.0,4
1.37587e-09,8765980.0,4
1.37133e-09,8766060.0,4
1.37818e-09,8766140.0,4
1.37361e-09,8766220.0,4
1.37431e-09,8766300.0,4
1.37766e-09,8766380.0,4
1.37525e-09,8766460.0,4
1.37336e-09,8766550.0,4
1.37497e-09,8766620.0,4
1.36879e-09,8766700.0,4
1.37451e-09,8766780.0,4
1.37606e-09,8766860.0,4
1.37093e-09,8766940.0,4
1.36191e-09,8767020.0,4
1.35687e-09,8767100.0,4
1.36553e-09,8767190.0,4
1.37344e-09,8767260.0,4
1.36783e-09,8767340.0,4
1.37194e-09,8767420.0,4
1.37414e-09,8767510.0,4
1.37575e-09,8767580.0,4
1.37167e-09,8767660.0,4
1.35857e-09,8767750.0,4
1.35869e-09,8767830.0,4
1.36076e-09,8767900.0,4
1.36398e-09,8767980.0,4
1.36546e-09,8768060.0,4
1.36766e-09,8768150.0,4
1.35366e-09,8768230.0,4
1.36e-09,8768300.0,4
1.36214e-09,8768390.0,4
1.36283e-09,8768470.0,4
1.36174e-09,8768550.0,4
1.35699e-09,8768630.0,4
1.35902e-09,8768700.0,4
1.36459e-09,8768790.0,4
1.36365e-09,8768870.0,4
1.34988e-09,8768940.0,4
1.35147e-09,8769020.0,4
1.3609e-09,8769110.0,4
1.35723e-09,8769190.0,4
1.36285e-09,8769270.0,4
1.36758e-09,8769350.0,4
1.35847e-09,8769430.0,4
1.3644e-09,8769500.0,4
1.35837e-09,8769590.0,4
1.35987e-09,8769670.0,4
1.35615e-09,8769740.0,4
1.36746e-09,8769830.0,4
1.36946e-09,8769900.0,4
1.37026e-09,8769990.0,4
1.36584e-09,8770070.0,4
1.37121e-09,8770150.0,4
1.36562e-09,8770230.0,4
1.35887e-09,8770300.0,4
1.36079e-09,8770390.0,4
1.36167e-09,8770470.0,4
1.35831e-09,8770550.0,4
1.36104e-09,8770630.0,4
1.35988e-09,8770710.0,5
1.36414e-09,8770790.0,5
1.35649e-09,8770870.0,5
1.34932e-09,8770950.0,5
1.36511e-09,8771030.0,5
1.36472e-09,8771110.0,5
1.36865e-09,8771190.0,5
1.35981e-09,8771270.0,5
1.35367e-09,8771350.0,5
1.35392e-09,8771430.0,5
1.3569e-09,8771510.0,5
1.35039e-09,8771590.0,5
1.35034e-09,8771670.0,5
1.36487e-09,8771750.0,5
1.36821e-09,8771830.0,5
1.36596e-09,8771910.0,5
1.36251e-09,8771990.0,5
1.35628e-09,8772070.0,5
1.35902e-09,8772150.0,5
1.36538e-09,8772230.0,5
1.36641e-09,8772310.0,5
1.36704e-09,8772390.0,5
1.36579e-09,8772470.0,5
1.36733e-09,8772550.0,5
1.36636e-09,8772630.0,5
1.36143e-09,8772710.0,5
1.36595e-09,8772790.0,5
1.37606e-09,8772870.0,5
1.37687e-09,8772950.0,5
1.37708e-09,8773030.0,5
1.37509e-09,8773110.0,5
1.37594e-09,8773190.0,5
1.36642e-09,8773270.0,5
1.36454e-09,8773350.0,5
1.36796e-09,8773430.0,5
1.36906e-09,8773510.0,5
1.37112e-09,8773590.0,5
1.37028e-09,8773670.0,5
1.37369e-09,8773750.0,5
1.37636e-09,8773830.0,5
1.36449e-09,8773910.0,5
1.36881e-09,8773990.0,5
1.36452e-09,8774070.0,5
1.36703e-09,8774150.0,5
1.36827e-09,8774230.0,5
1.35962e-09,8774310.0,5
1.3604e-09,8774390.0,5
1.35539e-09,8774470.0,5
1.35984e-09,8774550.0,5
1.3578e-09,8774630.0,5
1.36447e-09,8774710.0,5
1.36054e-09,8774790.0,5
1.35542e-09,8774870.0,5
1.35021e-09,8774950.0,5
1.3434e-09,8775030.0,5
1.35452e-09,8775110.0,5
1.35707e-09,8775190.0,5
1.34822e-09,8775270.0,5
1.3569e-09,8775350.0,5
1.3673e-09,8775430.0,5
1.36783e-09,8775510.0,5
1.36944e-09,8775590.0,5
1.36186e-09,8775670.0,5
1.36559e-09,8775750.0,5
1.36606e-09,8775830.0,5
1.36791e-09,8775910.0,5
1.36505e-09,8775990.0,5
1.36195e-09,8776070.0,5
1.35499e-09,8776150.0,5
1.36398e-09,8776230.0,5
1.36221e-09,8776310.0,5
1.36109e-09,8776390.0,5
1.36028e-09,8776470.0,5
1.35408e-09,8776550.0,5
1.37408e-09,8776630.0,5
1.3749e-09,8776710.0,5
1.36492e-09,8776790.0,5
1.35713e-09,8776870.0,5
1.36226e-09,8776950.0,5
1.36278e-09,8777030.0,5
1.3584e-09,8777110.0,5
1.36135e-09,8777190.0,5
1.36315e-09,8777270.0,5
1.36225e-09,8777350.0,5
1.35299e-09,8777430.0,5
1.35526e-09,8777510.0,5
1.36134e-09,8777590.0,5
1.35421e-09,8777670.0,5
1.36022e-09,8777750.0,5
1.36206e-09,8777830.0,5
1.36143e-09,8777910.0,5
1.35169e-09,8777990.0,5
1.36546e-09,8778070.0,5
1.37166e-09,8778150.0,5
1.37271e-09,8778230.0,5
1.38446e-09,8778310.0,5
1.37898e-09,8778390.0,5
1.37802e-09,8778470.0,5
1.37793e-09,8778550.0,5
1.38004e-09,8778630.0,5
1.37045e-09,8778710.0,6
1.37543e-09,8778790.0,6
1.36391e-09,8778870.0,6
1.37859e-09,8778950.0,6
1.37135e-09,8779030.0,6
1.37724e-09,8779110.0,6
1.37321e-09,8779190.0,6
1.37613e-09,8779270.0,6
1.38071e-09,8779350.0,6
1.3798e-09,8779430.0,6
1.38602e-09,8779510.0,6
1.3805e-09,8779590.0,6
1.37767e-09,8779670.0,6
1.36644e-09,8779750.0,6
1.36861e-09,8779830.0,6
1.37292e-09,8779910.0,6
1.36627e-09,8779990.0,6
1.36593e-09,8780070.0,6
1.36728e-09,8780150.0,6
1.37061e-09,8780230.0,6
1.37686e-09,8780310.0,6
1.37228e-09,8780390.0,6
1.37191e-09,8780470.0,6
1.36869e-09,8780550.0,6
1.35825e-09,8780630.0,6
1.36437e-09,8780710.0,6
1.3818e-09,8780790.0,6
1.36793e-09,8780870.0,6
1.35694e-09,8780950.0,6
1.363e-09,8781030.0,6
1.36215e-09,8781110.0,6
1.36481e-09,8781190.0,6
1.36684e-09,8781270.0,6
1.37207e-09,8781350.0,6
1.35936e-09,8781430.0,6
1.35978e-09,8781510.0,6
1.34149e-09,8781590.0,6
1.35638e-09,8781670.0,6
1.34866e-09,8781750.0,6
1.34891e-09,8781830.0,6
1.34411e-09,8781910.0,6
1.34988e-09,8781990.0,6
1.35123e-09,8782070.0,6
1.35245e-09,8782150.0,6
1.3529e-09,8782230.0,6
1.35085e-09,8782310.0,6
1.35788e-09,8782390.0,6
1.35215e-09,8782470.0,6
1.35939e-09,8782550.0,6
1.35602e-09,8782630.0,6
1.3592e-09,8782710.0,6
1.35752e-09,8782790.0,6
1.36091e-09,8782870.0,6
1.35671e-09,8782950.0,6
1.36177e-09,8783030.0,6
1.3446e-09,8783110.0,6
1.35419e-09,8783190.0,6
1.35869e-09,8783270.0,6
1.35521e-09,8783350.0,6
1.35711e-09,8783430.0,6
1.35862e-09,8783510.0,6
1.35845e-09,8783590.0,6
1.36091e-09,8783670.0,6
1.35325e-09,8783750.0,6
1.35976e-09,8783830.0,6
1.35987e-09,8783910.0,6
1.36103e-09,8783990.0,6
1.36237e-09,8784070.0,6
1.35809e-09,8784150.0,6
1.352e-09,8784230.0,6
1.35441e-09,8784310.0,6
1.34703e-09,8784390.0,6
1.35516e-09,8784470.0,6
1.35306e-09,8784550.0,6
1.35002e-09,8784630.0,6
1.34938e-09,8784710.0,6
1.34516e-09,8784790.0,6
1.34844e-09,8784870.0,6
1.34952e-09,8784950.0,6
1.34835e-09,8785030.0,6
1.35056e-09,8785110.0,6
1.34633e-09,8785190.0,6
1.34734e-09,8785270.0,6
1.34785e-09,8785350.0,6
1.34943e-09,8785430.0,6
1.33722e-09,8785510.0,6
1.3512e-09,8785590.0,6
1.34673e-09,8785670.0,6
1.3509e-09,8785750.0,6
1.35238e-09,8785830.0,6
1.35257e-09,8785910.0,6
1.35e-09,8785990.0,6
1.3537e-09,8786070.0,6
1.34987e-09,8786150.0,6
1.35517e-09,8786230.0,6
1.35311e-09,8786310.0,6
1.3502e-09,8786390.0,6
1.34215e-09,8786470.0,6
1.32585e-09,8786550.0,6
1.34572e-09,8786630.0,6
1.34279e-09,8786710.0,7
1.3522e-09,8786790.0,7
1.35598e-09,8786870.0,7
1.35951e-09,8786950.0,7
1.36128e-09,8787030.0,7
1.35915e-09,8787110.0,7
1.35654e-09,8787190.0,7
1.36931e-09,8787270.0,7
1.3603e-09,8787350.0,7
1.34806e-09,8787430.0,7
1.35748e-09,8787510.0,7
1.32534e-09,8787590.0,7
1.36429e-09,8787670.0,7
1.36553e-09,8787750.0,7
1.36545e-09,8787830.0,7
1.36119e-09,8787910.0,7
1.36336e-09,8787990.0,7
1.36426e-09,8788070.0,7
1.36532e-09,8788150.0,7
1.36489e-09,8788230.0,7
1.36335e-09,8788310.0,7
1.36665e-09,8788390.0,7
1.35913e-09,8788470.0,7
1.36456e-09,8788550.0,7
1.35774e-09,8788640.0,7
1.36172e-09,8788710.0,7
1.35921e-09,8788790.0,7
1.35969e-09,8788880.0,7
1.3601e-09,8788950.0,7
1.36148e-09,8789030.0,7
1.36111e-09,8789110.0,7
1.35745e-09,8789190.0,7
1.35808e-09,8789270.0,7
1.35615e-09,8789350.0,7
1.35009e-09,8789430.0,7
1.36558e-09,8789520.0,7
1.36894e-09,8789590.0,7
1.36748e-09,8789670.0,7
1.3698e-09,8789750.0,7
1.36079e-09,8789830.0,7
1.34386e-09,8789920.0,7
1.36672e-09,8789990.0,7
1.36755e-09,8790070.0,7
1.36692e-09,8790150.0,7
1.36924e-09,8790230.0,7
1.37111e-09,8790310.0,7
1.36098e-09,8790390.0,7
1.37361e-09,8790470.0,7
1.37539e-09,8790550.0,7
1.37459e-09,8790630.0,7
1.35548e-09,8790710.0,7
1.37553e-09,8790800.0,7
1.37737e-09,8790870.0,7
1.36977e-09,8790950.0,7
1.36668e-09,8791030.0,7
1.36585e-09,8791110.0,7
1.35863e-09,8791190.0,7
1.3455e-09,8791280.0,7
1.36685e-09,8791360.0,7
1.36192e-09,8791440.0,7
1.35346e-09,8791510.0,7
1.35379e-09,8791600.0,7
1.36215e-09,8791680.0,7
1.3665e-09,8791750.0,7
1.35588e-09,8791840.0,7
1.36361e-09,8791910.0,7
1.36162e-09,8792000.0,7
1.36452e-09,8792080.0,7
1.36094e-09,8792160.0,7
1.36654e-09,8792240.0,7
1.35537e-09,8792320.0,7
1.35293e-09,8792400.0,7
1.34744e-09,8792480.0,7
1.34447e-09,8792560.0,7
1.34944e-09,8792630.0,7
1.34984e-09,8792720.0,7
1.35357e-09,8792800.0,7
1.34815e-09,8792880.0,7
1.34533e-09,8792960.0,7
1.33724e-09,8793040.0,7
1.34449e-09,8793120.0,7
1.35268e-09,8793200.0,7
1.35792e-09,8793280.0,7
1.34836e-09,8793360.0,7
1.33923e-09,8793440.0,7
1.35091e-09,8793520.0,7
1.3553e-09,8793600.0,7
1.35592e-09,8793680.0,7
1.35313e-09,8793760.0,7
1.35413e-09,8793840.0,7
1.34458e-09,8793920.0,7
1.3336e-09,8794000.0,7
1.35162e-09,8794080.0,7
1.35062e-09,8794160.0,7
1.35031e-09,8794240.0,7
1.35078e-09,8794320.0,7
1.35486e-09,8794400.0,7
1.34254e-09,8794480.0,7
1.34595e-09,8794560.0,7
1.35183e-09,8794640.0,7
1.37013e-09,8794720.0,8
1.36288e-09,8794800.0,8
1.37891e-09,8794880.0,8
1.36214e-09,8794960.0,8
1.35544e-09,8795040.0,8
1.37061e-09,8795120.0,8
1.35956e-09,8795200.0,8
1.36534e-09,8795280.0,8
1.36421e-09,8795360.0,8
1.36431e-09,8795440.0,8
1.35653e-09,8795520.0,8
1.3645e-09,8795600.0,8
1.36921e-09,8795680.0,8
1.35947e-09,8795760.0,8
1.36024e-09,8795840.0,8
1.36698e-09,8795920.0,8
1.35957e-09,8796000.0,8
1.36285e-09,8796080.0,8
1.35319e-09,8796160.0,8
1.35986e-09,8796240.0,8
1.36296e-09,8796320.0,8
1.36419e-09,8796400.0,8
1.36273e-09,8796480.0,8
1.36475e-09,8796560.0,8
1.35682e-09,8796640.0,8
1.35775e-09,8796720.0,8
1.36118e-09,8796800.0,8
1.36312e-09,8796880.0,8
1.36576e-09,8796960.0,8
1.35039e-09,8797040.0,8
1.35407e-09,8797120.0,8
1.35239e-09,8797200.0,8
1.34779e-09,8797280.0,8
1.34899e-09,8797360.0,8
1.3583e-09,8797440.0,8
1.35534e-09,8797520.0,8
1.35731e-09,8797600.0,8
1.35097e-09,8797680.0,8
1.35051e-09,8797760.0,8
1.3518e-09,8797840.0,8
1.35537e-09,8797920.0,8
1.35559e-09,8798000.0,8
1.35566e-09,8798080.0,8
1.35311e-09,8798160.0,8
1.35963e-09,8798240.0,8
1.35475e-09,8798320.0,8
1.35245e-09,8798400.0,8
1.34739e-09,8798480.0,8
1.35062e-09,8798560.0,8
1.36126e-09,8798640.0,8
1.35889e-09,8798720.0,8
1.34577e-09,8798800.0,8
1.3457e-09,8798880.0,8
1.34827e-09,8798960.0,8
1.34999e-09,8799040.0,8
1.34499e-09,8799120.0,8
1.35295e-09,8799200.0,8
1.35489e-09,8799280.0,8
1.34302e-09,8799360.0,8
1.35789e-09,8799440.0,8
1.35305e-09,8799520.0,8
1.34978e-09,8799600.0,8
1.34266e-09,8799680.0,8
1.3519e-09,8799760.0,8
1.35079e-09,8799840.0,8
1.34945e-09,8799920.0,8
1.34578e-09,8800000.0,8
1.3461e-09,8800080.0,8
1.34281e-09,8800160.0,8
1.34069e-09,8800240.0,8
1.34474e-09,8800320.0,8
1.34664e-09,8800400.0,8
1.34134e-09,8800480.0,8
